original name,title,primary_name,rest_of_name,suffix,fuller_form,numbers,dates,birth date,death date,auth link,source
"Thomas, Calvin, 1854-1919.",,Thomas,Calvin,,,,1854-1919,1854,1919,http://id.loc.gov/authorities/names/n84800265,lcnaf
"Rogers, Henry Wade, 1853-1926.",,Rogers,Henry Wade,,,,1853-1926,1853,1926,http://id.loc.gov/authorities/names/no91009885,lcnaf
"Markey, Daniel P., b. 1857.",,Markey,Daniel P.,,,,b. 1857,1857,,,lcnaf
"Farrand, Max, 1869-1945.",,Farrand,Max,,,,1869-1945,1869,1945,http://id.loc.gov/authorities/names/n87901667,lcnaf
"Cagney, James, 1899-1986.",,Cagney,James,,,,1899-1986,1899,1986,http://id.loc.gov/authorities/names/n79145293,lcnaf
"Murray, William Hansen.",,Murray,William Hansen,,,,,,,,lcnaf
"Dunham, Esther.",,Dunham,Esther,,,,,,,,lcnaf
"Dornetto, Dominic.",,Dornetto,Dominic,,,,,,,,lcnaf
"Pierpont, Wilbur K., 1914-",,Pierpont,Wilbur K.,,,,b. 1914,1914,,,lcnaf
"Close, Upton, 1894-1960",,Close,Upton,,,,1894-1960,1894,1960,http://id.loc.gov/authorities/names/no91018130,lcnaf
"Blair, William McCormick, 1884-1982",,Blair,William McCormick,,,,1884-1982,1884,1982,http://id.loc.gov/authorities/names/no2013060778,lcnaf
"Thompson, George.",,Thompson,George,,,,,,,,lcnaf
"Crane, Augustus Warren, 1868-1937.",,Crane,Augustus Warren,,,,1868-1937,1868,1937,,lcnaf
"Hahnemann, Samuel, 1755-1843.",,Hahnemann,Samuel,,,,1755-1843,1755,1843,http://id.loc.gov/authorities/names/n81043526,lcnaf
"Hollenshead, Carol.",,Hollenshead,Carol,,,,,,,http://id.loc.gov/authorities/names/n78032058,lcnaf
"O'Brien, Gerald.",,O'Brien,Gerald,,,,,,,,lcnaf
"Vose, George.",,Vose,George,,,,,,,,lcnaf
"Cranefield, Harold A.",,Cranefield,Harold A,,,,,,,,lcnaf
"Curtis, Austin W., 1911-",,Curtis,Austin W.,,,,b. 1911,1911,,http://id.loc.gov/authorities/names/no2002038316,lcnaf
"Moseley, George Van Horn, 1874-1960.",,Moseley,George Van Horn,,,,1874-1960,1874,1960,http://id.loc.gov/authorities/names/n97002331,lcnaf
"McDowell, C. S.",,McDowell,C. S,,,,,,,,lcnaf
"O’Brien, Thomas James, 1842-1933.",,O’Brien,Thomas James,,,,1842-1933,1842,1933,,lcnaf
"Sclater, Philip Lutley, 1829-1913.",,Sclater,Philip Lutley,,,,1829-1913,1829,1913,http://id.loc.gov/authorities/names/n85085981,lcnaf
"Snedden, David, 1868-1951",,Snedden,David,,,,1868-1951,1868,1951,http://id.loc.gov/authorities/names/n91027403,lcnaf
"McClellan, John L. (John Little), 1896-1977",,McClellan,John L.,,John Little,,1896-1977,1896,1977,http://id.loc.gov/authorities/names/n87870874,lcnaf
"Dodds, Harold W. (Harold Willis), 1889-1980.",,Dodds,Harold W.,,Harold Willis,,1889-1980,1889,1980,http://id.loc.gov/authorities/names/nr93023439,lcnaf
"Fagnani, Charles Prospero, 1854-1940.",,Fagnani,Charles Prospero,,,,1854-1940,1854,1940,,lcnaf
"Margry, Pierre, 1818-1894.",,Margry,Pierre,,,,1818-1894,1818,1894,http://id.loc.gov/authorities/names/n50040790,lcnaf
"Floyd, John C., 1927-",,Floyd,John C.,,,,b. 1927,1927,,,lcnaf
"Ellis, George Edwin, 1864-",,Ellis,George Edwin,,,,b. 1864,1864,,,lcnaf
"Jenks, Jeremiah Whipple, 1856-1929.",,Jenks,Jeremiah Whipple,,,,1856-1929,1856,1929,http://id.loc.gov/authorities/names/nr89011035,lcnaf
"Evans, Ruth.",,Evans,Ruth,,,,,,,,lcnaf
"Lesinski, John, 1885-1950.",,Lesinski,John,,,,1885-1950,1885,1950,http://id.loc.gov/authorities/names/no2009002843,lcnaf
"Hoffman, Clare Eugene, 1875-1967.",,Hoffman,Clare Eugene,,,,1875-1967,1875,1967,,lcnaf
"Allen, W. B. (William Barclay) 1944-",,Allen,W. B.,,William Barclay,,b. 1944,1944,,http://id.loc.gov/authorities/names/n83162877,lcnaf
"Gillette, Fredericka Botsford, 1875-",,Gillette,Fredericka Botsford,,,,b. 1875,1875,,,lcnaf
"Brownell, Samuel Miller, 1900-",,Brownell,Samuel Miller,,,,b. 1900,1900,,,lcnaf
"Connick, Charles Jay, 1875-1945.",,Connick,Charles Jay,,,,1875-1945,1875,1945,,lcnaf
"Sweet, Ralph, 1892-1961.",,Sweet,Ralph,,,,1892-1961,1892,1961,,lcnaf
"Davis, James McCoy, 1914-",,Davis,James McCoy,,,,b. 1914,1914,,,lcnaf
"Lilienthal, David Eli, 1899-1981.",,Lilienthal,David Eli,,,,1899-1981,1899,1981,http://id.loc.gov/authorities/names/n80009867,lcnaf
"Phillips, Michael G.",,Phillips,Michael G,,,,,,,http://id.loc.gov/authorities/names/n91080646,lcnaf
"Lee, Alfred McClung, 1906-",,Lee,Alfred McClung,,,,b. 1906,1906,,http://id.loc.gov/authorities/names/n50039698,lcnaf
"French, Edna Cumming, 1881-",,French,Edna Cumming,,,,b. 1881,1881,,,lcnaf
"Parsons, Talcott, 1902-1979",,Parsons,Talcott,,,,1902-1979,1902,1979,http://id.loc.gov/authorities/names/n80015395,lcnaf
"Bealle, Morris A. (Morris Allison), 1891-1972",,Bealle,Morris A.,,Morris Allison,,1891-1972,1891,1972,http://id.loc.gov/authorities/names/n87856762,lcnaf
"Mosher, Eliza Maria, 1846-1928.",,Mosher,Eliza Maria,,,,1846-1928,1846,1928,http://id.loc.gov/authorities/names/n98801230,lcnaf
"Reed, Beth Glover.",,Reed,Beth Glover,,,,,,,http://id.loc.gov/authorities/names/n82014507,lcnaf
"Brablec, Carl, 1908-",,Brablec,Carl,,,,b. 1908,1908,,,lcnaf
"Culver, Mary M.",,Culver,Mary M,,,,,,,,lcnaf
"Aldrich, Frederick A.",,Aldrich,Frederick A,,,,,,,,lcnaf
"Wahr, George, b. 1861.",,Wahr,George,,,,b. 1861,1861,,,lcnaf
"Macauley, Alvan, 1872-1952.",,Macauley,Alvan,,,,1872-1952,1872,1952,,lcnaf
"Mizner, Henry R.",,Mizner,Henry R,,,,,,,,lcnaf
"Ashley, Thomas William Ludlow, 1923-",,Ashley,Thomas William Ludlow,,,,b. 1923,1923,,,lcnaf
"Calmette, Gaston, 1858-1914.",,Calmette,Gaston,,,,1858-1914,1858,1914,http://id.loc.gov/authorities/names/n82262767,lcnaf
"Hanchett, Benjamin Sawtell, 1868-1933.",,Hanchett,Benjamin Sawtell,,,,1868-1933,1868,1933,,lcnaf
"Williams, Jasper.",,Williams,Jasper,,,,,,,http://id.loc.gov/authorities/names/n96058549,lcnaf
"Wilson, Charles Erwin, 1890-1961.",,Wilson,Charles Erwin,,,,1890-1961,1890,1961,http://id.loc.gov/authorities/names/n94079033,lcnaf
"Hertel, Curtis.",,Hertel,Curtis,,,,,,,,lcnaf
"Johnson, Frank O., 1877-1950.",,Johnson,Frank O.,,,,1877-1950,1877,1950,,lcnaf
"Dilg, Will H.",,Dilg,Will H,,,,,,,,lcnaf
"Tennyson, Katharine.",,Tennyson,Katharine,,,,,,,,lcnaf
"Slusser, Jean Paul, 1886-",,Slusser,Jean Paul,,,,b. 1886,1886,,,lcnaf
"White, Leslie A., 1900-1975.",,White,Leslie A.,,,,1900-1975,1900,1975,http://id.loc.gov/authorities/names/n50020232,lcnaf
"Galler, Enid H.",,Galler,Enid H,,,,,,,,lcnaf
"Griffen, Franklin Jay.",,Griffen,Franklin Jay,,,,,,,,lcnaf
"Ritchie, David George, 1853-1903.",,Ritchie,David George,,,,1853-1903,1853,1903,http://id.loc.gov/authorities/names/n79141275,lcnaf
"Untermeyer, Louis, 1885-1977.",,Untermeyer,Louis,,,,1885-1977,1885,1977,,lcnaf
"Chase, Mary Ellen, 1887-1973.",,Chase,Mary Ellen,,,,1887-1973,1887,1973,http://id.loc.gov/authorities/names/n50038212,lcnaf
"Landers, Frank Michael, 1911-",,Landers,Frank Michael,,,,b. 1911,1911,,,lcnaf
"Wertheimer, Barbara M.",,Wertheimer,Barbara M,,,,,,,http://id.loc.gov/authorities/names/n80056626,lcnaf
"Parker, Francis LeJau, 1873-1966",,Parker,Francis LeJau,,,,1873-1966,1873,1966,http://id.loc.gov/authorities/names/n88187448,lcnaf
"Scribner, Charles, 1854-1930.",,Scribner,Charles,,,,1854-1930,1854,1930,http://id.loc.gov/authorities/names/n85185652,lcnaf
"Benton, William, 1900-1973.",,Benton,William,,,,1900-1973,1900,1973,http://id.loc.gov/authorities/names/n50012170,lcnaf
"Rivera, R.",,Rivera,R,,,,,,,,lcnaf
"Mecham, Floyd R. (Floyd Russell), 1858-1928.",,Mecham,Floyd R.,,Floyd Russell,,1858-1928,1858,1928,,lcnaf
"Shock, Nathan Wetherill, 1906-",,Shock,Nathan Wetherill,,,,b. 1906,1906,,,lcnaf
"Aydelotte, Frank, 1880-1956.",,Aydelotte,Frank,,,,1880-1956,1880,1956,http://id.loc.gov/authorities/names/n50029781,lcnaf
"De La Vergne, Earl W., collector.",,De La Vergne,Earl W.,collector,,,,,,,lcnaf
"Trevor, John B., 1909-",,Trevor,John B.,,,,b. 1909,1909,,http://id.loc.gov/authorities/names/n86842817,lcnaf
"Allan, Virginia R.",,Allan,Virginia R,,,,,,,,lcnaf
"Rockey, Keller E.",,Rockey,Keller E,,,,,,,,lcnaf
"Edison, Thomas A. (Thomas Alva), 1847-1931.",,Edison,Thomas A.,,Thomas Alva,,1847-1931,1847,1931,http://id.loc.gov/authorities/names/n80126308,lcnaf
"Walker, John G. (John Grimes), 1835-1907.",,Walker,John G.,,John Grimes,,1835-1907,1835,1907,,lcnaf
"Barnes, Douglas.",,Barnes,Douglas,,,,,,,,lcnaf
"Brown, Julia Clarice.",,Brown,Julia Clarice,,,,,,,,lcnaf
"Clayberg, John Bertrand, 1853-1921.",,Clayberg,John Bertrand,,,,1853-1921,1853,1921,,lcnaf
"Greene, Albert Emerson.",,Greene,Albert Emerson,,,,,,,,lcnaf
"Whiteman, Paul, 1890-1967.",,Whiteman,Paul,,,,1890-1967,1890,1967,http://id.loc.gov/authorities/names/n83176688,lcnaf
"Shilson, Gilbert T., 1897-",,Shilson,Gilbert T.,,,,b. 1897,1897,,,lcnaf
"Gaddis, William, 1922-1998.",,Gaddis,William,,,,1922-1998,1922,1998,http://id.loc.gov/authorities/names/n81043116,lcnaf
"Dellums, Ronald V., 1935-",,Dellums,Ronald V.,,,,b. 1935,1935,,http://id.loc.gov/authorities/names/n83126714,lcnaf
"Brogan, D. W. (Denis William), 1900-1974.",,Brogan,D. W.,,Denis William,,1900-1974,1900,1974,http://id.loc.gov/authorities/names/n79135274,lcnaf
"Bishop, Merlin D., 1907-",,Bishop,Merlin D.,,,,b. 1907,1907,,http://id.loc.gov/authorities/names/n92061964,lcnaf
"Kellogg, W. K. (Will Keith), 1860-1951.",,Kellogg,W. K.,,Will Keith,,1860-1951,1860,1951,http://id.loc.gov/authorities/names/n84008657,lcnaf
"Sadrach, Johnny.",,Sadrach,Johnny,,,,,,,,lcnaf
"Laver, Rod.",,Laver,Rod,,,,,,,,lcnaf
"Brightman, Edgar Sheffield, 1884-1953.",,Brightman,Edgar Sheffield,,,,1884-1953,1884,1953,http://id.loc.gov/authorities/names/n79043596,lcnaf
"McCoy, Isaac, 1784-1846.",,McCoy,Isaac,,,,1784-1846,1784,1846,http://id.loc.gov/authorities/names/n92024568,lcnaf
"Schumpeter, Joseph Alois, 1883-1950.",,Schumpeter,Joseph Alois,,,,1883-1950,1883,1950,http://id.loc.gov/authorities/names/n50003171,lcnaf
"Barkdull, Howard L., 1887-",,Barkdull,Howard L.,,,,b. 1887,1887,,,lcnaf
"Taylor, Wallace.",,Taylor,Wallace,,,,,,,,lcnaf
"Lovell, Louis S., b. 1816.",,Lovell,Louis S.,,,,b. 1816,1816,,,lcnaf
"Allen, Irwin, 1916-1991",,Allen,Irwin,,,,1916-1991,1916,1991,http://id.loc.gov/authorities/names/n95004265,lcnaf
"Luce, Henry Robinson, 1898-1967.",,Luce,Henry Robinson,,,,1898-1967,1898,1967,http://id.loc.gov/authorities/names/n50048448,lcnaf
"Slayton, Sarah Augusta, 1886-",,Slayton,Sarah Augusta,,,,b. 1886,1886,,,lcnaf
"Peary, Robert E. (Robert Edwin), 1856-1920.",,Peary,Robert E.,,Robert Edwin,,1856-1920,1856,1920,http://id.loc.gov/authorities/names/n50049394,lcnaf
"Cross, Robert N.",,Cross,Robert N,,,,,,,,lcnaf
"Grant, Murvel.",,Grant,Murvel,,,,,,,,lcnaf
"Collier, William Miller, 1867-1956.",,Collier,William Miller,,,,1867-1956,1867,1956,http://id.loc.gov/authorities/names/n79109360,lcnaf
"Stephens, Yvonne.",,Stephens,Yvonne,,,,,,,,lcnaf
"Gabrielson, Guy George, 1891-",,Gabrielson,Guy George,,,,b. 1891,1891,,,lcnaf
"March, Benjamin Franklin, 1899-1934.",,March,Benjamin Franklin,,,,1899-1934,1899,1934,,lcnaf
"Barnard, Christiaan, 1922-2001",,Barnard,Christiaan,,,,1922-2001,1922,2001,http://id.loc.gov/authorities/names/n79090011,lcnaf
"Felch, Lucretia, d. 1882.",,Felch,Lucretia,,,,d. 1882,,1882,,lcnaf
"Hemans, Lawton T. (Lawton Thomas), 1864-1916.",,Hemans,Lawton T.,,Lawton Thomas,,1864-1916,1864,1916,http://id.loc.gov/authorities/names/nr88002528,lcnaf
"Kiesinger, Kurt Georg, 1904-",,Kiesinger,Kurt Georg,,,,b. 1904,1904,,,lcnaf
"Sosnowksi, John B.",,Sosnowksi,John B,,,,,,,,lcnaf
"Velde, Harold Himmel, 1910-1985",,Velde,Harold Himmel,,,,1910-1985,1910,1985,http://id.loc.gov/authorities/names/n88120806,lcnaf
"Matthews, Mildred.",,Matthews,Mildred,,,,,,,,lcnaf
"Fitzpatrick, Keene, 1865-1944.",,Fitzpatrick,Keene,,,,1865-1944,1865,1944,,lcnaf
"Niehuss, Marvin Lemmon,1903-",,Niehuss,Marvin Lemmon,,,,b. 1903,1903,,,lcnaf
"Lee, Frederic S. (Frederic Schiller), 1859-1939.",,Lee,Frederic S.,,Frederic Schiller,,1859-1939,1859,1939,http://id.loc.gov/authorities/names/n84803110,lcnaf
"Dunn, John.",,Dunn,John,,,,,,,,lcnaf
"Nabokov, Vladimir Vladimirovich, 1899-1977.",,Nabokov,Vladimir Vladimirovich,,,,1899-1977,1899,1977,http://id.loc.gov/authorities/names/n81015312,lcnaf
"Chapman, Oscar L. (Oscar Littleton), 1896-1978.",,Chapman,Oscar L.,,Oscar Littleton,,1896-1978,1896,1978,http://id.loc.gov/authorities/names/n90660154,lcnaf
"Weddell, James, 1787-1834.",,Weddell,James,,,,1787-1834,1787,1834,http://id.loc.gov/authorities/names/n86841443,lcnaf
"Lewin, Kurt, 1890-1947.",,Lewin,Kurt,,,,1890-1947,1890,1947,http://id.loc.gov/authorities/names/n79045499,lcnaf
"Blanchard, Florence A.",,Blanchard,Florence A,,,,,,,,lcnaf
"Forbes, Stephen Alfred, 1844-1930.",,Forbes,Stephen Alfred,,,,1844-1930,1844,1930,http://id.loc.gov/authorities/names/n87152538,lcnaf
"Mortimer, Wyndham, 1884-1966.",,Mortimer,Wyndham,,,,1884-1966,1884,1966,http://id.loc.gov/authorities/names/n90675329,lcnaf
"Cushman, Katherine Moore.",,Cushman,Katherine Moore,,,,,,,,lcnaf
"Kedzie, Robert Clark, 1823-1902.",,Kedzie,Robert Clark,,,,1823-1902,1823,1902,,lcnaf
"Barnard, Ruth M.",,Barnard,Ruth M,,,,,,,,lcnaf
"Sturgis, William S.",,Sturgis,William S,,,,,,,,lcnaf
"Lee, Joseph T. A.",,Lee,Joseph T. A,,,,,,,,lcnaf
"Barritt, Loren S. and Marjorie Rabe Barritt.",,Barritt,Loren S. and Marjorie Rabe Barritt,,,,,,,,lcnaf
"Bielenberg, Irma, 1891-1981.",,Bielenberg,Irma,,,,1891-1981,1891,1981,,lcnaf
"Bald, F. Clever (Frederick Clever), 1897-1970.",,Bald,F. Clever,,Frederick Clever,,1897-1970,1897,1970,http://id.loc.gov/authorities/names/no97068662,lcnaf
"Couzens, James, 1872-1936.",,Couzens,James,,,,1872-1936,1872,1936,http://id.loc.gov/authorities/names/n86070545,lcnaf
"Wohlfield, Shirley.",,Wohlfield,Shirley,,,,,,,,lcnaf
"Klasey, Thomas, 1896-",,Klasey,Thomas,,,,b. 1896,1896,,,lcnaf
"DeHaan, M. R. (Martin Ralph), 1891-1965.",,DeHaan,M. R.,,Martin Ralph,,1891-1965,1891,1965,http://id.loc.gov/authorities/names/n79054923,lcnaf
"Field, Oliver Peter, 1897-1953.",,Field,Oliver Peter,,,,1897-1953,1897,1953,http://id.loc.gov/authorities/names/no92021426,lcnaf
"Power, Sadye.",,Power,Sadye,,,,,,,,lcnaf
"Tuomy, Cornelius L., 1843-1912.",,Tuomy,Cornelius L.,,,,1843-1912,1843,1912,,lcnaf
"Allen, Elizabeth A.",,Allen,Elizabeth A,,,,,,,,lcnaf
"Welch, William Henry, 1850-1934.",,Welch,William Henry,,,,1850-1934,1850,1934,http://id.loc.gov/authorities/names/n84804910,lcnaf
"Acton, Hugh.",,Acton,Hugh,,,,,,,,lcnaf
"Knight, John Shively, 1894-1981.",,Knight,John Shively,,,,1894-1981,1894,1981,http://id.loc.gov/authorities/names/n88074740,lcnaf
"Werling, Donn Paul.",,Werling,Donn Paul,,,,,,,http://id.loc.gov/authorities/names/n99282154,lcnaf
"Dudley, James Benson, 1859-1925.",,Dudley,James Benson,,,,1859-1925,1859,1925,,lcnaf
"Wood, Will R. (Will Robert), 1861-1933.",,Wood,Will R.,,Will Robert,,1861-1933,1861,1933,http://id.loc.gov/authorities/names/n91089432,lcnaf
"Adams, George Plimpton, 1882-1961.",,Adams,George Plimpton,,,,1882-1961,1882,1961,http://id.loc.gov/authorities/names/n82253251,lcnaf
"Coffman, Al.",,Coffman,Al,,,,,,,,lcnaf
"Douglass, Frederick, 1818-1895.",,Douglass,Frederick,,,,1818-1895,1818,1895,http://id.loc.gov/authorities/names/n80013236,lcnaf
"Stage, Jesse H.",,Stage,Jesse H,,,,,,,,lcnaf
"Granville, Robert, 1886-1964.",,Granville,Robert,,,,1886-1964,1886,1964,,lcnaf
"Akil, H. Huda.",,Akil,H. Huda,,,,,,,http://id.loc.gov/authorities/names/n87894814,lcnaf
"Charnwood, Godfrey Rathbone Benson, Baron, 1864-1945.",Baron,Charnwood,Godfrey Rathbone Benson,,,,1864-1945,1864,1945,http://id.loc.gov/authorities/names/n89600070,lcnaf
"Romer, Alfred Sherwood, 1894-1973.",,Romer,Alfred Sherwood,,,,1894-1973,1894,1973,http://id.loc.gov/authorities/names/n79145193,lcnaf
"Bonnaud, A., Madame.",Madame,Bonnaud,A.,,,,,,,,lcnaf
"Perry, Maude Elaine Caldwell, 1873-1963.",,Perry,Maude Elaine Caldwell,,,,1873-1963,1873,1963,,lcnaf
"Cole, Arthur Charles, 1886-1976",,Cole,Arthur Charles,,,,1886-1976,1886,1976,http://id.loc.gov/authorities/names/n50026627,lcnaf
"Hall, Leonard W. (Leonard Wood), 1900-1979",,Hall,Leonard W.,,Leonard Wood,,1900-1979,1900,1979,http://id.loc.gov/authorities/names/n93030170,lcnaf
"Hay, John, 1838-1905.",,Hay,John,,,,1838-1905,1838,1905,http://id.loc.gov/authorities/names/n80002568,lcnaf
"Weinberg, Barbara, 1950-",,Weinberg,Barbara,,,,b. 1950,1950,,http://id.loc.gov/authorities/names/n80003072,lcnaf
"Watt, James, 1911-",,Watt,James,,,,b. 1911,1911,,,lcnaf
"Warner, P. Dean (Pascal Dean), 1822-1910.",,Warner,P. Dean,,Pascal Dean,,1822-1910,1822,1910,http://id.loc.gov/authorities/names/no2012036235,lcnaf
"Butler, Paul M. (Paul Mulholland), 1905-1961.",,Butler,Paul M.,,Paul Mulholland,,1905-1961,1905,1961,http://id.loc.gov/authorities/names/n86053155,lcnaf
"Kennedy, Joseph P. (Joseph Patrick), 1888-1969.",,Kennedy,Joseph P.,,Joseph Patrick,,1888-1969,1888,1969,http://id.loc.gov/authorities/names/n79126863,lcnaf
"Voght, Edward C.",,Voght,Edward C,,,,,,,,lcnaf
"Morgan, Angela, 1874-1957.",,Morgan,Angela,,,,1874-1957,1874,1957,http://id.loc.gov/authorities/names/no96065145,lcnaf
"Schoonmaker, Augustus.",,Schoonmaker,Augustus,,,,,,,,lcnaf
"Latting, Raymond.",,Latting,Raymond,,,,,,,,lcnaf
"Beaty, John O. (John Owen), 1890-1961",,Beaty,John O.,,John Owen,,1890-1961,1890,1961,http://id.loc.gov/authorities/names/n80117283,lcnaf
"Heler, Ann.",,Heler,Ann,,,,,,,,lcnaf
"Huber, Gotthelf Carl, 1865-1934.",,Huber,Gotthelf Carl,,,,1865-1934,1865,1934,,lcnaf
"Vincent, Bird J., 1880-1931",,Vincent,Bird J.,,,,1880-1931,1880,1931,http://id.loc.gov/authorities/names/no2008059397,lcnaf
"Ross, Arthur M., 1916-1970.",,Ross,Arthur M.,,,,1916-1970,1916,1970,http://id.loc.gov/authorities/names/n50047449,lcnaf
"Briggs, Robert Peter, 1903-",,Briggs,Robert Peter,,,,b. 1903,1903,,,lcnaf
"Stempfle, Gregory",,Stempfle,Gregory,,,,,,,,lcnaf
"James, Edmund J. (Edmund Janes), 1855-1925.",,James,Edmund J.,,Edmund Janes,,1855-1925,1855,1925,http://id.loc.gov/authorities/names/n90675305,lcnaf
"Balfour, Arthur James, 1848-1930.",,Balfour,Arthur James,,,,1848-1930,1848,1930,http://id.loc.gov/authorities/names/n50017666,lcnaf
"Kersten, Charles J., 1902-",,Kersten,Charles J.,,,,b. 1902,1902,,,lcnaf
"Rackham, Horace H., 1858-1933.",,Rackham,Horace H.,,,,1858-1933,1858,1933,,lcnaf
"Judson, Russel V.",,Judson,Russel V,,,,,,,,lcnaf
"Wheeler, Clara Marian, 1861-1946.",,Wheeler,Clara Marian,,,,1861-1946,1861,1946,,lcnaf
"Towsley, Margaret Dow, 1906-1994.",,Towsley,Margaret Dow,,,,1906-1994,1906,1994,,lcnaf
"Dawson, Joseph Martin, 1879-",,Dawson,Joseph Martin,,,,b. 1879,1879,,http://id.loc.gov/authorities/names/n79064600,lcnaf
"Barnes, Walter, 1880-",,Barnes,Walter,,,,b. 1880,1880,,http://id.loc.gov/authorities/names/n92098949,lcnaf
"Wadsworth, A. S.",,Wadsworth,A. S,,,,,,,http://id.loc.gov/authorities/names/n94060171,lcnaf
"Glazer, Lawrence M.",,Glazer,Lawrence M,,,,,,,http://id.loc.gov/authorities/names/n2010006697,lcnaf
"Jones, Lola M.",,Jones,Lola M,,,,,,,http://id.loc.gov/authorities/names/no2006127897,lcnaf
"Clarke, Herbert L. (Herbert Lincoln), 1867-1945.",,Clarke,Herbert L.,,Herbert Lincoln,,1867-1945,1867,1945,http://id.loc.gov/authorities/names/n79093346,lcnaf
"Sanford, Daniel Sammis, 1859-1936.",,Sanford,Daniel Sammis,,,,1859-1936,1859,1936,,lcnaf
"Byrd, Richard Evelyn, 1888-1957.",,Byrd,Richard Evelyn,,,,1888-1957,1888,1957,http://id.loc.gov/authorities/names/n79060195,lcnaf
"Kuhn, Franz Christian, 1872-1926.",,Kuhn,Franz Christian,,,,1872-1926,1872,1926,,lcnaf
"Neidhardt, Frederick C. (Frederick Carl), 1931-",,Neidhardt,Frederick C.,,Frederick Carl,,b. 1931,1931,,http://id.loc.gov/authorities/names/n83060062,lcnaf
"McKnight, Thomas.",,McKnight,Thomas,,,,,,,,lcnaf
"Gray, Almena Studley.",,Gray,Almena Studley,,,,,,,,lcnaf
"Cardona, Ana Luisa.",,Cardona,Ana Luisa,,,,,,,,lcnaf
"Smith, Richard Root, 1869-1940.",,Smith,Richard Root,,,,1869-1940,1869,1940,http://id.loc.gov/authorities/names/no2009001928,lcnaf
"Anthony, Edward Mason, 1922-",,Anthony,Edward Mason,,,,b. 1922,1922,,http://id.loc.gov/authorities/names/n50021295,lcnaf
"Dreyfuss, Marion.",,Dreyfuss,Marion,,,,,,,,lcnaf
"Beardsley, Richard K.",,Beardsley,Richard K,,,,,,,,lcnaf
"Foisie, Philip M.",,Foisie,Philip M,,,,,,,,lcnaf
"Schell, Jonathan, 1943-2014",,Schell,Jonathan,,,,1943-2014,1943,2014,http://id.loc.gov/authorities/names/n50016049,lcnaf
"Morse, Allen Benton, 1839-1921.",,Morse,Allen Benton,,,,1839-1921,1839,1921,,lcnaf
"Debs, Theodore, 1864-1945.",,Debs,Theodore,,,,1864-1945,1864,1945,http://id.loc.gov/authorities/names/n84108585,lcnaf
"Arthur, William Bolling, 1914-",,Arthur,William Bolling,,,,b. 1914,1914,,,lcnaf
"Millikan, Robert Andrews, 1868-1953.",,Millikan,Robert Andrews,,,,1868-1953,1868,1953,http://id.loc.gov/authorities/names/n81120115,lcnaf
"Vaughan, Henry Frieze, 1889-",,Vaughan,Henry Frieze,,,,b. 1889,1889,,,lcnaf
"Clarke, James Freeman, 1810-1888.",,Clarke,James Freeman,,,,1810-1888,1810,1888,http://id.loc.gov/authorities/names/n50041044,lcnaf
"Bridges, Robert Seymour, 1844-1930.",,Bridges,Robert Seymour,,,,1844-1930,1844,1930,http://id.loc.gov/authorities/names/n79066114,lcnaf
"Grosvenor, Ebenezer Oliver, 1820-1910.",,Grosvenor,Ebenezer Oliver,,,,1820-1910,1820,1910,,lcnaf
"Dunn, Emmett Reid, 1894-1956.",,Dunn,Emmett Reid,,,,1894-1956,1894,1956,http://id.loc.gov/authorities/names/no2010068034,lcnaf
"Bird, James Pyper.",,Bird,James Pyper,,,,,,,,lcnaf
"Morgan, Polly Babcock.",,Morgan,Polly Babcock,,,,,,,,lcnaf
"Childs, B. F.",,Childs,B. F,,,,,,,,lcnaf
"Hicks, Granville, 1901-1982",,Hicks,Granville,,,,1901-1982,1901,1982,http://id.loc.gov/authorities/names/n50035079,lcnaf
"Burrows, Julius C. (Julius Caesar), 1837-1915.",,Burrows,Julius C.,,Julius Caesar,,1837-1915,1837,1915,http://id.loc.gov/authorities/names/no95042265,lcnaf
"Hollister, Mary Chamberlin.",,Hollister,Mary Chamberlin,,,,,,,,lcnaf
"Kikuchi, Chihiro, 1914-",,Kikuchi,Chihiro,,,,b. 1914,1914,,http://id.loc.gov/authorities/names/n79069421,lcnaf
"Agassiz, Mabel.",,Agassiz,Mabel,,,,,,,,lcnaf
"Headley, C. B.",,Headley,C. B,,,,,,,,lcnaf
"Holz, Emil Aaron.",,Holz,Emil Aaron,,,,,,,http://id.loc.gov/authorities/names/no93011249,lcnaf
"Robinson, Dolly Lowther.",,Robinson,Dolly Lowther,,,,,,,,lcnaf
"Mullins, Raymond G., 1943-",,Mullins,Raymond G.,,,,b. 1943,1943,,,lcnaf
"Purnell, Benjamin Franklin, 1861-1927.",,Purnell,Benjamin Franklin,,,,1861-1927,1861,1927,http://id.loc.gov/authorities/names/n91023470,lcnaf
"Jennings, Al J.",,Jennings,Al J,,,,,,,,lcnaf
"Trevelyan, George Otto, Sir, bart., 1838-1928.",,Trevelyan,George Otto,"Sir, bart.",,,1838-1928,1838,1928,,lcnaf
"Hastorf, Albert H., 1920-",,Hastorf,Albert H.,,,,b. 1920,1920,,http://id.loc.gov/authorities/names/n79043592,lcnaf
"Nielsen, Bent.",,Nielsen,Bent,,,,,,,,lcnaf
"Stratton, Thomas F.",,Stratton,Thomas F,,,,,,,,lcnaf
"Gifford, Edson P., b. 1832.",,Gifford,Edson P.,,,,b. 1832,1832,,,lcnaf
